z,point_estimate,lower_ci,upper_ci
7.6,0.9998838796078847,0.9997486306121929,0.9999336954320903
7.7,0.9999137487224443,0.9998036346307395,0.9999509083368183
7.8,0.9999362823368159,0.9998469065373624,0.9999638102042615
7.9,0.9999531823966679,0.9998809876303314,0.9999734408016374
8.0,0.9999657838267363,0.999907857300255,0.9999806228166311
8.1,0.9999751260689281,0.99992895222399,0.9999859263398335
8.2,0.9999820127108854,0.9999454429429575,0.9999898474032839
8.3,0.9999870606493884,0.9999582792983681,0.9999927092088239
8.4,0.9999907402046542,0.9999682282700008,0.9999947865825819
8.5,0.9999934075250992,0.9999759061615788,0.9999962909498182
8.6,0.9999953305135708,0.9999818057970944,0.9999973766145811
8.7,0.9999967093789915,0.9999863193536133,0.9999981520198722
8.8,0.9999976927827189,0.9999897574099895,0.9999987034172072
8.9,0.9999983904149666,0.9999923647405409,0.9999990939210024
9.0,0.9999988827092448,0.9999943333305229,0.9999943333305228
